발화	감정
우울증 약 때문에 살이 쪘는데 옷가게 점원이 나한테 맞는 옷이 없을 것 같다는 말에 화가 났어.약 때문에 살이 쪘는데 놀리는 것 같아서 기분이 나빴어.산책이나 하면서 화난 기분을 가라앉혀야지.	1
모임 친구들이랑 만나기로 한 장소가 술집이어서 간 때문에 금주 중인 나는 한모금도 입에 댈 수 없어서 화가 났어.먹고 싶은데 못 먹으니까 더 화가 나더라고.모임에서 술을 못 먹었으니 집에 가서 맛있는 음식이나 먹으려고.	1
아들한테 손자가 너무 보고 싶다고 했는데 바빠서 올 수 없다고 해서 화가 나네.손자들이 너무 보고 싶은 마음에 서운해서 화가 났던 거 같아.손자한테 먼저 전화해봐야겠어.	1
아르바이트 가게 사장님이 내 지병 때문에 채용하기 어려울 거 같다고 거절해서 화가 나.병 걸린 것도 서러운데 아르바이트까지 못하다니 더 속상해.모르겠어. 자꾸 거절당하니 우울해지네.	1
남편이 술 먹다 뇌졸중으로 쓰러지고 깨어날 기미가 안보여서 걱정돼.걱정도 되는데 말 안 들어서 이렇게 된 거라 속도 터지고 화도 나네.위험할지도 모르니 술은 마시지 말라고 당부했는데 안 지켰어. 깨어날 수는 있겠지?	1
버스를 탔는데 기사가 급 출발을 했어. 나를 골탕 먹이려는 것 같아내가 느리고 싶어서 느린 게 아닌데 말이야.버스 앞자리에 앉거나 버스 기사한테 기다려 달라고 말해야겠어.	1
노인정 김 씨는 박 씨의 인슐린 주사기를 자주 빌려.자기 돈을 아끼려고 자꾸 빌리는데 보기 좋지는 않더라고.한마디 하려다가 참았어. 어떻게 나서야 할지를 모르겠어서.	1
김 씨 때문에 아르바이트에서 잘렸어. 내가 천식이 있다는 것을 사장에게 말했거든.내 병을 내가 말한 것도 아니고 남이 말해서 해고당한 게 화가 나.내 친구들을 만나 김 씨에 대한 욕을 좀 해야겠어.	1
친구가 나를 이용해 보장항목이 별로 없는 암 보험 상품을 계약하게 했어자기 실적을 올리려고 그런 행동을 했어. 믿었던 친구였는데 기분이 너무 나빠.친구 회사에 연락을 해 볼까 해. 잘못 계약 했다고.	1
나랑 사이가 안 좋은 환자가 나한테 발을 걸어 넘어지게 하려 했어. 정말 화나네.골다공증 환자한테 어떻게 그럴 수가 있지?간호사한테 말해서 그 환자를 나에게서 멀리 떨어트려 놓으려 해.	1
작은 동서가 또 얌체 같은 행동을 시작했어.작은 동서는 평소에 찾아오지도 않다가 시어머니 건강이 악화되니까 수발 드는 척을 하고 있어.동서에게 단도직입적으로 하지 말라고 말하려고.	1
경로당 사람들이 내 만성질환에 대해 다 알고 있었어.친구한테만 말했는데 그걸 친구가 다 퍼트리고 다닌 거야. 너무 화가 나.나한테 진심으로 사과하라고 하고 친구와 인연을 끊을까 봐.	1
옆집 김 씨가 자기 집에 화분을 잔뜩 가져다 놨는데 너무 화가 나.저번에 김 씨랑 싸웠더니 내 비염이 더 심해지라고 화분을 잔뜩 갖다 놓았어.김 씨한테 말해서 좀 치우라고 해야겠어. 비염이 심해져서 힘들어.	1
중간 시험을 준비하며 열심히 공부했는데 생각보다 성적이 낮게 나왔어.응. 밤에 잠도 안자고 정말 열심히 공부했거든.다음에는 공부를 더욱 꼼꼼하게 준비해야겠어.	1
학교 전교회장에 나갔는데 다른 애가 당선되어 좌절했어.나를 도와준 부모님과 친구들한테 좋은 결과를 못 줘서 속상해.나를 도와준 친구들과 밥을 먹으며 함께 놀면 좋을 것 같아.	1
가고 싶은 고등학교에 합격을 못해서 좌절감이 들어.나도 좌절감을 느꼈지만 부모님이 실망할까 봐 걱정이야.부모님께 솔직하게 잘 말하고 일반 고등학교라도 열심히 해서 좋은 성적을 받는다고 할래.	1
운동 신경이 없어서 체육 실기시험 성적이 바닥으로 나왔어. 좌절감이 들어.실기시험을 아무리 연습해도 점수가 안 나와.이론 점수를 높이도록 공부해야겠어.	1
친구들이 주식을 할 때 나만 안 했는데 지금 보니 노후준비가 안 된 것 같아 화가 나.응. 내가 노후준비를 너무 부족하게 한 것 같아.지금이라도 전문가를 찾아 상담을 받아야겠어.	1
대기업사원이었지만 마흔 살부터 미리 노후를 준비해야 해서 힘들어.아이들 교육비도 많이 들고 돈 쓸 일이 끝이 없는데 노후대비라니 서글퍼.나와 같은 상황을 먼저 밟고 지낸 선배와 술 한잔 하고 싶어.	1
남편이 어제 늦게까지 귀가하지 않아서 전화했더니 화를 내면서 다짜고짜 전화를 끊었어.일방적으로 전화를 끊어버리는 행동은 날 무시 하는 거라고 생각해. 정말 짜증나.너무 화가나. 남편이 미안하다고 사과하기 전까지 남편과 대화를 안할래.	1
청첩장 디자인을 선택하러 갔는데 남편 될 사람은 나보고 알아서 하라고 해. 관심도 없나봐.결혼은 혼자 하나. 다 귀찮아 하니까 결혼을 안 하고 싶은 마음까지 들어.남자친구에게 이렇게 무심한 태도는 나를 힘들게 한다고 진지하게 말해볼래.	1
내가 먹고 싶다는 음식을 무시하고 게임만 하는 남편이 짜증나.나는 임신 중이야. 먹고 싶은 게 있어서 슈퍼에서 좀 사달라고 했는데 남편은 게임만 해.짜증나고 속상한 마음을 부모님한테 다 털어놓을래.	1
아내가 나 몰래 내 인감도장을 가지고 아들에게 은행 대출을 해주었어. 지금 너무 화가 나.아들이 사업이 잘 안 되는지 이번에도 돈을 빌려달라고 찾아왔어. 속상하네.난 항상 마음이 뒤숭숭할 때마다 낚시를 가서 생각을 정리하곤 해. 이번에도 그래볼려고.	1
손주들이 버릇이 없어서 예절을 가르치려고 했더니 딸이 말려서 화가 나.버릇없는 손자보다 말리는 딸이 더 화가 나게 했어. 내가 내 딸도 그렇게 안 가르쳤는데 말이야.버릇없는 것도 못 혼내게 하면 손주들을 봐주지 않겠다고 해야겠어.	1
아들이 내가 앞 뒤가 막혀서 애기가 안 통한다고 해. 정말 화가 나.아들을 위해서 한 소리 했다고 저렇게 나오는 아들을 보니 화가 치밀더라고.화가 나지만 아들과 대화를 나눠봐야겠어.	1
내일이 어버이날인데 자식들 중 누구 하나 연락이 없네.옛날에는 카네이션도 달아주고 선물도 주곤 했었는데. 이젠 다 컸다고 그러는지 원.아까 화가 많이 났었는데 곰곰이 생각해보니 내일은 연락이 오지 않을까 싶어.	1
아내가 요새 매일 친구들 만나고 집에 있지 않아서 나 혼자 있어. 화가 나.이제 나는 뒷전이고 아내는 놀기에 바빠.나도 집에 혼자 있지 않고 앞으로 친구들과 만나서 아내에게 느끼는 외로움을 풀어야겠어.	1
나는 예쁜 손주가 매일 보고 싶은데 아들이 손주보러 못 오게 하네.내가 가는 게 부담스러워서 그런 건지 왜 못 오게 하는지 답답해서 화가 나.아들에게 전화를 해서 속 시원하게 이유를 들어보고 방안을 같이 찾아봐야겠어.	1
어서 가게 계약을 완료해야 하는데 은행이 대출 결과를 알려주지 않아 답답하고 화가 나.내가 신청한 게 언젠데 왜 아직까지 일 처리가 안 된 거지? 너무 초조해.일단 전화를 해서 물어봤지. 대출 담당자에게 진행 결과를 전화로 물어봐야겠어.	1
아이들이 모두 대학에 가게 돼서 좋은 일이지만 적금을 깨야 할 것 같아 힘들어.아이들이 대학에 간 건 기쁜데 여윳돈이 부족해 적금을 깨야 할 것 같아 걱정이야.좋은 일로 적금을 깬다고 생각하고 더 이상 생각하지 않으려 해.	1
눈 여겨 본 가게가 장사가 잘 되는 것 같아 인수했는데 매출이 영 신통치 않네.이럴 줄 알았으면 조금 더 기다려볼걸 그랬어.주변에 나와 같은 일을 하는 친구에게 조언을 구해봐야겠어.	1
큰아들이 원해서 없는 살림에 무리해서 유학까지 보내줬는데 회사에 다닐 생각을 안 해.유학까지 갔다 온 아들이 취업을 하지 않아 너무 답답해. 취업할 생각은 있는 건지 모르겠어.잔소리 같은 말을 하기보단 아들을 앉혀놓고 이 문제에 대해 진지하게 대화를 해봐야겠어.	1
며칠 전 심장에 문제가 생겨 심근경색으로 입원했는데 병원 밥이 너무 맛 없어서 짜증나.나에게는 먹는 것이 중요해.의사한테 언제 제대로 된 식사를 할  수 있는지 물어봐야겠어.	1
내 삶이 암으로 얼마 남지 않아서 남편에게 집안일을 알려 주고 있어.아니. 시간은 얼마 안남았는데 아무리 알려줘도 못 알아들어서 짜증이 나.어쩔 수 없이 딸에게도 여러가지 집안일을 알려줘야겠어.	1
당뇨 때문에 고생하는데 자식들은 볼 때마다 운동하라고 잔소리야.나는 운동을 안 하던 사람한테 운동을 매일 계속하라고 해.자식들의 진심은 알고 있지만 운동을 매일하는 것은 힘들다고 말해야겠어.	1
류머티즘 관절염으로 고생하는데 집안 일을 모두 내가 떠 맡고 있어.가족들은 내가 아프든 말든 관심도 없어. 아픈데 나 혼자 집안일을 다해야하니 짜증이 나네.가족들에게 내 몸상태에 대해 말하고 집안일을 도와달라고 해야겠어.	1
할머니가 되니 오줌을 참기 어려워서 짜증나.웃기만 해도 오줌이 나올 때가 있어서 불편해.기저귀를 차고 다녀야겠어.	1
고혈압 진단 받았을 때 관리를 했어야 했는데 지금 고생하고 있어서 짜증나.그때 조금만 관리했어도 고혈압 약을 이렇게 평생 먹지는 않았을 텐데.더 심해지지 않게 지금부터라도 관리를 열심히 해야겠어.	1
옆집 이웃 박씨가 당뇨 약을 먹으면서 담배를 피는데 관심 안 두기로 했어.처음에는 걱정이 돼서 담배를 끊으라고 말했는데 아무리 말해도 의미가 없더라고.이제 박씨 건강 문제에는 관여안하려고.난 나의 건강을 지키는대에 집중하려고해.	1
디스크 수술은 위험하다고 하는데 자꾸 의사가 수술을 하라고 해서 화가 나.잘못하면 허리를 평생 못 쓴다면서 자꾸 권유하더라고.다른 병원으로 옮겨서 검사를 받으려고 해.	1
내가 기관지가 많이 안 좋아서 기침을 많이 해.병원보다는 도라지가 더 좋다고 하더라고.생각했던 것과 달리 차도가 없어서 병원에게 화가나네. 항의 전화를 해봐야겠어.	1
내가 턱이 안 좋아서 밥 먹을 때마다 소리가 나.그런데 그걸로 핀잔 주는 사람이 있어서 짜증이 나네.앞으로는 되도록이면 그 사람과 밥을 같이 안먹으려고 해.	1
학교 시험을 망쳤는데 선생님이 공부 못하면 나가 죽어야 한대. 화가 나.응 맞아. 공부 말고 다른 걸 잘 할 수도 있는 건데 말이야.나는 그림 그리는 데에 소질이 있는 거 같아. 미대에 진학해 보고 싶어.	1
소설을 보는데 선생님이 그런 거 볼 시간에 공부를 하라면서 면박을 줬어. 화가 나.응. 나는 책을 읽는 것도 공부가 된다고 생각하는데 선생님이 너무 싫어.지금은 집이니까 자유롭게 책을 읽고 쉴 거야.	1
학교 선생님이 내 성적보고 꿈을 무시해서 너무 화가 나.왜 내 꿈이 성적으로 평가 받아야 하는지 모르겠어.일단 나를 무시하는 선생님 때문에라도 성적을 올려봐야겠어.	1
아내에게 퇴직금을 노후준비를 위해서 적금과 연금을 가입하자고 했는데 벌써 다 썼다고 해서 화가 났어.퇴직 후에 우리 부부 노후 준비를 위한 자금인데 너무 계획성 없이 사용해서 답답해.친구 녀석하고 술이나 하면서 풀고 와야지.	1
노후 준비도 못했는데 믿었던 회사에서 해고당해서 지금 화가 많이 나네.회사가 조금 어렵다고 나이가 제일 많은 나를 해고했다 하니 더욱 화가 나지. 재취업도 힘든 나이인데.이 직장에서 계속해서 일을 해서 그런 고민은 해본 적이 없는데 이제 해봐야지.	1
은퇴하고 퇴직금으로 식당을 차렸는데 식당이 어려울 정도로 감염병이 유행을 해서 화가 나네.감염병으로 육 개월 동안 손님이 안 오니 나는 뭘 해도 안 된다는 생각에 분노가 치밀어 오르네.예전에도 다니던 회사가 부도나서 힘들 때 낚시를 가서 마음을 좀 정리하곤 했었지.	1
아들의 예비신부쪽에서 우리에게 신혼 집을 마련하라면서 무리한 요구를 하는 게 화나.형편이 어려운 우리에게 당연하다는 듯이 집을 마련하라고 하니까 이제는 아들 결혼을 반대하고 싶어.아무래도 사돈댁과 이 문제에 대해서 진지하게 상의해보려고.	1
몇 차례 공무원 시험에 합격하지 못한 아들이 못마땅해서 용돈을 주지 않고 있어. 참 답답하면서도 화가 나.공무원 시험을 몇 년째 준비하는데 매번 실패투성이야. 집안의 허리가 휘다 못해 일촉즉발이야.아들에게 이번 시험에도 합격하지 못하면 독립하라고 엄격하게 말하려고 해.	1
남편이 바람 피우는 여자를 내 앞에 데리고 와서는 이혼하자고 했어.맞아. 너무 화가 나.감정적으로 행동하지 않고 계산적으로 행동해야 될 것 같아.	1
나중에 은퇴하고 내려가서 살 땅은 남편 명의가 아닌 내 명의로 할 거야.남편에게 재정을 맞기는게 신뢰가 가지 않아. 근데 남편이 허락안할까봐 걱정이네.남편에게 솔직하게 내 명의로 하고 싶다고 말해볼 거야.	1
회사에서 명예퇴직을 권유하기에 바로 거절해버렸어.마음이 너무 힘들고 또 권유할까 봐 걱정돼.주위에 비슷한 일을 겪은 사람들과 힘을 합쳐 싸울 거야.	1
간호해주는 아내에게 뭐가 힘들어서 우냐고 악의적으로 모진 말을 했어.몸이 힘들다보니 많이 예민해져서 더 그랬던 것 같아서 미안해지네.아내에게 사과하고 정말 많이 힘들겠다고 위로해주고 싶어.	1
고혈압인데 채소와 과일은 먹지 않고 고기만 먹는다고 아내에게 쓴 소리를 들었네.건강도 좋지만 먹고 싶은 건 먹어야지. 그래서 악의적으로 소리를 질렀더니 미안하네.아내에게 소리 지른 것에 대해서 사과하고 좀 너그러이 이해해달라고 해야지.	1
아내가 아파서 음식을 못해서 인스턴트 음식을 사왔는데 갑자기 화가 나서 악의적인 말을 했어.아프다고는 해도 음식을 인스턴트로 준비한 것이 화가 나서 악의적인 감정으로 한 얘기야.요리를 해주지는 못할망정 화를 내서 미안하다고 사과를 해야겠어.	1
지금 있는 남편 빚을 빨리 갚고 좀 후련하게 살고 싶어.지금대로라면 다 갚을 때까지 일 년 정도 남은 것 같은데 이 생활이 빨리 끝났으면 좋겠어.누군가 그동안 수고했다고 조금이라도 위로해주면 다시 힘이 날 거 같아.	1
팀장이 너무 무능해서 내 일이 점점 많아져. 짜증이 나.무능력한 팀장 일까지 하려니 몸이 두 개라도 모자라.상사한테 화낼 수 없으니 꾹 참아야 돼.	1
사장님은 항상 전달사항을 대충 말씀하셔서 번거롭게 해. 짜증 나.응. 사장님은 일을 꼭 두세 번하게 만드셔.사장님이라서 뭐라 하지도 못해. 속으로 앓고 있어.	1
이번에 새로 입사한 회사에 내가 청소부로 취직한 건지 회사원으로 취직한 건지 잘 모르겠어.출근하면 막내인 내가 온 사무실 청소를 다 해야 해.버거운 건 둘째치고 청소하고 있는 현실이 서럽고 화가 나.	1
은퇴하고 잠도 제대로 못 자. 푹 자고 싶은데 와이프가 자꾸 아침 운동을 가자고 깨워.맞아. 운동이 싫은 게 아닌데 더 자고 싶어.운동을 가는 시간을 조금 늦춰 보자고 설득할 거야.	1
손자가 내가 한 눈 판 사이 넘어졌어. 그런데 딸애는 나한테 짜증을 내네?자기 아들 나한테 맡기고 앞뒤 없이 나한테 저렇게 짜증을 내면 되나. 어이없네.나한테 책임을 모두 지울 수는 없고 손자는 같이 봐야 하는 것이라고 말해 주어야겠어.	1
다른 사람들은 다 취직했는데 나만 백수야.지금 이 나이까지 뭘 했나 생각이 들고 나 자신이 너무 한심해.아직 합격 발표가 나지 않았는데 합격했다는 얘기를 들으면 나아지겠지.	0
요즘 취업 준비를 하고 있는데 쉽지 않은 것 같아.지원서를 열심히 준비해서 제출해도 불합격될 때가 많아.정말 속상해. 그리고 스펙도 많이 필요해서 내가 과연 취업할 수 있을까 생각이 들어.	0
나 드디어 취업에 성공했어!근데 걱정이 많아.직장에 들어가면 사회생활이 중요한데 내가 잘할 수 있을까?	0
회사 생활 하면서 도무지 상사에게 배울 것이 없어.상사인데 도무지 배울 것이 없고 매일 놀 생각만 하더라고. 나는 일을 배워야 하는데 말이야.글쎄. 나보다 먼저 회사 생활을 시작한 친구들에게 물어볼까 봐. 이런 상황엔 어떻게 해야 하는지 말이야.	0
졸업하면 바로 취업을 할 줄 알았는데 그게 아니라 당혹스러워.지금 내가 가진 능력을 더 발전시켜야겠어. 자격증을 공부해볼까 봐.	0
이차면접 통과했던 곳에서 코로나 일구 때문에 채용 자체를 취소한대. 너무 당황스럽네.정말 기가 막히고 황당해서. 기업이 이런 식으로 해도 되는 건가?화나고 억울해서 고용노동청에 민원을 넣을까 하다가도 괜히 나중에 다른 기업에 취업할 때 불이익 있을까 봐 조심스럽네.	0
요즘 취업이 잘 안 돼서 자신감이 없어졌는지 사람 대할 때 뭔가 계속 0하고 초조해.뭐라고 말로 설명하기 힘든데 그냥 우울증인 거 같기도 하고. 특별한 이유 없이 자꾸 그러니까 더 힘드네.뭔가 자기계발이라도 좀 하면 마음이 편해질 것 같아.	0
주변에서 자꾸 빨리 결혼하라고 성화인데 요즘 같은 시대에 결혼하는 게 필요한지 의문이 들어.돈도 너무 많이 들고 애 낳고 기르는 것도 너무 힘드니까. 굳이 결혼해서 뭐가 좋을지 잘 모르겠어.	0
요즘 결혼 준비 때문에 정말 눈코 뜰 새 없이 바빠서 스트레스받아.준비할 것도 많지만 여자친구가 수시로 전화해서 이것저것 확인해달라고 하니까 다른 일도 아무것도 못 하겠어.	0
경쟁사에서 좋은 조건으로 이직 오퍼가 들어왔는데 어떻게 해야 할지 모르겠어.지금 회사에서 나름 적응했는데 그만큼 적응할 수 있을지도 모르겠고. 괜히 잘못 옮겼다가 상사 잘못 만나서 고생만 하게 되는 건 아닌지 걱정되기도 하고.	0
지난달에 미혼모임 친구 중 마지막 녀석까지 결혼했어. 이제 나 혼자 남았네.친구들한테 연락해도 다들 결혼 후 바빠서 안 나오더라고. 이제는 진짜 혼자 남았네.결혼하고 싶다고 생각해본 적은 없는데 다들 가정 일구고 나만 남으니까 뭔가 좀 고립된 느낌이 들어.	0
요즘 너무 외롭다. 코로나로 친구들 만나서 술 한 잔도 못 하고.가뜩이나 회사 입사 후에 적응하느라 일에 치여 살다 이제 친구들 만날 시간 좀 생겼는데 말이야.내 개인 시간을 엄청 희생한 결과지 뭐. 가끔 연락은 주고받기는 하는데 보고 싶은 친구들이 많아.	0
요즘 회사 사업 시장 자체가 너무 축소되고 있어서 걱정이야.요즘은 건강 문제로 시장 자체가 축소하고 있어서 이러다 회사에 구조조정 크게 한 번 올 거 같아 0해.	0
얼마 전에 아내랑 정기 임신 검사받으러 갔는데 아이가 장애가 있을지도 모른다는데 너무 당혹스러웠어.병원에서 좀 더 정밀검사를 해보자고 하는데 그래도 걱정이야.	0
결혼 준비하던 친구가 얼마 전에 파혼했대.공공기관 다니는 성실한 녀석인데 여자 쪽에서 집이랑 차를 요구했나 봐. 그리 대단한 집안도 여자도 아닌데.요즘 여자들은 다 그러는 건지. 그런 식으로 요구하는 사람들 보면 혐오스럽기까지 해.	0
지난주에 면접 본 회사에서 이번 주 수요일까지 연락 준다고 했는데 아직도 연락이 없네.문의드리고 싶은데 괜히 연락했다가 안 좋은 거로 불이익을 입게 될까 봐 조심스럽네.	0
이 옷 어때? 나한테 잘 어울려?이번 주 주말에 정말 오랜만에 소개팅하거든. 그 사람이 날 어떻게 볼지 엄청 신경 쓰이네.	0
동호회 회원 한 명이 이번에 탈퇴하겠데. 내가 지각하지 말라고 했었는데 그것 때문에 그런 거 같아 신경이 쓰여.그런 거 아니면 그 사람이 탈퇴할 이유가 없는 거 같거든. 괜히 뭐라 한 거 같아 죄책감이 드네.	0
요즘은 주위에 온통 나보다 나은 사람들만 있는 거 같아. 가족이건 형편이건 뒤떨어져 가는 느낌이야.나름대로 열심히 살았는데 남은 건 없는 거 같고 남들 가정에 여유롭게 노후를 말하는 걸 들으면 은근 암담하네.맞아. 노년엔 여행 가고 여기 건물은 세주고 시골에 넓은 정원 지어 살 거라고 말하던 동창 꼴 보기 싫어.	0
건강하게 나이 드는 게 생각보다 쉬운 일이 아닌 것 같아.아프지는 않은데 기력이 없고 피로가 쉽게 와. 나이 드는 게 느껴져 좀 울적해.응. 이렇다 할 문제는 없다고 해.	0
나만 좋자고 바쁘게 살아온 게 아닌데 우리 딸내미한테 미안해 죽겠어.부모 참관일에 내가 일 때문에 늦었는데 우리 딸만 혼자 남아있더라고. 날 보며 웃는데 마음이 너무 아팠어.	0
열심히 살았는데도 내세울 거 없단 생각에 솔직해지지 못하겠어.다른 사람들 보면 여유롭게 노후를 준비하는데 나는 아직 내 생활하기 바쁘니까.	0
나도 가정을 위해 노력하고 희생했다 생각했는데 외로울 땐 정작 곁에 아무도 없네.그냥 서로 남남 같아. 신경 쓰지도 않고 대화도 안 해서 너무 외롭네.	0
난 자질이 부족한가 봐. 상사에게 일 처리에 대해 한 소리 들었어.결재서류를 내면 난 몇 번씩 퇴짜를 맞고서야 통과가 되니 업무 자질이 부족하다고 느껴.그런데 그게 쉽지 않단 말이지. 역시 내가 부족한 부분이 있나 봐.	0
우리 사무실에 김 과장이라고 있는데 내일까지 신규 프로젝트에 대해 발표 준비를 해오라네.신규 프로젝트에 대해 잘 알지도 못하고 사업보고서 양도 상당할 텐데 어떻게 해야 할지 모르겠어.평소에도 나를 많이 괴롭히는 상사인데 왜 이러는지 모르겠어.	0
나는 왜 이렇게 일을 제대로 못 해내지? 마무리도 잘 못 짓고.차라리 내가 완벽주의자였다면 더 완성도를 높이려고 했었겠지. 난 나 자신이 열등하다는 것을 알아.	0
요즘 코로나로 운동도 못 하고 계속 앉아만 있어서 그런지 허리랑 어깨가 자주 아파서 짜증 날 때가 많아.최근에 업무도 많이 바빠져서 가끔 재택근무할 때 빼고는 운동할 시간이 나지 않아.요즘 실내 운동이 대세라니 실내 운동에 대해 알아봐야겠어.	0
앞으로 퇴직할 날은 점점 다가오는데 모아둔 돈은 없고 어떻게 노후를 준비할지 걱정이 많아.이제 자녀도 결혼시켜야 하는데 당장 그럴만한 목돈이 없어. 그간 생활비로 충당하느라 여유가 없거든.어떻게 해야 할지 걱정이네.	0
어제는 내가 군대 입대를 앞둔 아들하고 술도 한잔하면서 얘기를 나눠볼까 했는데 방문을 걸어 잠그지 뭐야.그건 아닌데 내가 무뚝뚝한 성격이라 아들과 대화가 부족해서 스스로 그런 행동을 하기 쑥스러웠던 거야.	0
요즘 부부관계가 별로 좋지 않아. 대화해도 금방 막히고 섹스리스 부부로 사는 것도 재미없어.서로 좋아하는 취미를 갖거나 운동도 같이하고 여행도 다녀보고 그랬는데도 뭔가 꽉 막혀있는 기분이야.그니까. 앞으로 어떻게 해야 할지 고민이야.	0
요즘 조금만 걸어도 다리 힘이 빠지고 지치는 것 같아서 큰일이야.허리도 무릎도 좋지 않아서 등산하러 가도 힘들어서 중간에 내려오기에 십상이야.	0
여태껏 직장생활을 하면서 업무 스트레스 때문에 번아웃된 적이 한두 번이 아니야.응. 과중한 업무량과 상사의 부당한 지시도 한몫했어. 그래도 예전보다 지금이 훨씬 덜 하지.	0
업무 중 실수를 해서 혼났어.검토를 제대로 하지 못해서 잘못된 보고서를 올렸어.다음부턴 꼼꼼히 확인해서 다시 틀리는 일이 없도록 할 거야.	0
취업 준비 중인데 성공할 수 있을지 가늠이 안 돼서 0해.나이를 먹어가는데 취업은 안 되고 있어서 시간이 지날수록 힘든 것 같아.열심히 한 만큼 취업에 성공할 수 있겠지?	0
아이를 낳고 집에만 있다가 보니 자존감이 낮아지는 것 같아.아이를 조금 늦게 낳을 걸 하고 후회하기도 해. 그래도 아이를 보면 예뻐서 결국 웃게 돼.	0
오늘 길 가는데 모르는 사람이 인사를 하는 거야.알고 보니 내 동창이었는데 내가 못 알아보고 혼자 놀라버렸어.우연히 만나서 신기하기도 했고 반갑기도 했어. 다음에 함께 식사하기로 했어.	0
사람을 겉모습으로 판단하는 버릇을 고치고 싶어.다른 사람들이 볼 때 멋있어 보였으면 좋겠다고 생각해. 사실은 외면보단 내면이 중요한데.	0
결혼해서 다른 사람과 함께 사는 건 어려울 것 같아.서로 양보하고 배려하면서 살아야 하는데 그런 부분이 힘들어.혼자서는 신경 쓰지 않아도 되는 부분을 신경 써야 하니까 그런 것들이 싫은 것 같아.	0
취업하고 싶은 회사가 있는데 영어면접이 있어서 걱정이야.맞아 영어는 어려워. 그래서 자신이 없는 것 같아.	0
나 요즘 연애하는 게 조심스러워.어디서 누구를 통해 만나야 할까?	0
나 결혼을 안 하니깐 남이 안 좋게 볼까 봐 좀 그래.자꾸 가족과 친척들한테 결혼 언제 할 거냐고 질문받는 것이 너무 싫어.	0
나 왜 이리 대인관계를 잘 맺지 못할까? 죄책감 들어.대인관계 때문에 죄책감이 드는데 어떡하지?	0
요즘 세상에 취업하는 것도 조심스러운 것 같아.앞으로 진로와 취업 어떻게 하면 좋을까?	0
요즘 대인관계에 있어서 열등감이 느껴져.대인관계에 있어서 열등감이 느껴지는 걸 어떡하지?	0
나는 요즘에 친구들과의 관계 때문에 고민이 많아.한 친구가 나에 대해서 뒤에서 험담하는 것을 들었거든.	0
내 나이 되니까 걱정이 많아지네.남편도 은퇴할 시기도 되었는데 하나도 준비가 되어있질 않아서 고민이야.	0
우리 부부는 결혼한 지 거의 이십 년이 넘어가는데 방귀를 트지 않았어.왠지 부끄러워서 각자 알아서 조용히 처리해!	0
저번 주에 건강 검진을 받았는데 오늘 결과가 나와서 병원에 가니깐 콜레스테롤 수치가 높게 나왔어!평소에 채소를 많이 먹고 운동도 꾸준히 한 편인데.당장 식습관과 운동을 해서 수치를 낮추어야 한다고 하더라고.	0
갑자기 딸이 유학을 가겠다고 하네. 잘 다니던 직장을 관두고 무슨 유학을 가겠다는지 혼란스러워.나이도 있으니 결혼부터 하고 가지 갑자기 저러니 혼란스러워.유학을 다녀오면 나이가 서른다섯은 넘을 건데 결혼은 안 하고 평생 혼자 살 생각인가 봐!	0
중년이 되니깐 건강을 제일 우선으로 삼고 있는데 건강을 위해서 식사나 운동할 때 조심하게 되네.남편은 나보고 끼니마다 칼로리 계산하고 먹을 수 있냐고 신기하다고 말해.내 건강도 챙기면서 체중조절에 도움이 되는 것 같아.	0
회사 홈페이지에 나에 관련된 비리가 게재되어서 황당하고 당황스러워.누가 이런 글을 올렸는지 그 배후가 궁금해.일단 사이버 경찰에 신고했어.	0
내일 모임이 있어서 뭘 입고 갈지 장롱을 열어보니 마땅히 입을 옷이 없더라고.아무거나 입고 가기에는 다른 사람들이 흉볼 것 같아서 오늘 쇼핑하러 가야 할 것 같아.	0
어제 집에 있는데 갑자기 혼자인 것 같아서 외롭더라고.자녀들은 모두 결혼해서 자기들 살기 바쁘다 보니 한 달에 한 번 얼굴 보기 어려워.	0
직장동료가 내 험담을 하고 다녀서 너무 상처를 받았어.동료에게 왜 내 험담을 하냐고 물으니깐 자긴 아니라고 하면서 발뺌을 빼더라고.	0
아들이 학교를 중퇴하고 장사를 하겠다는 거야.커피숍을 차리고 싶다고 하는데 경험도 없고 돈도 없는데 어떻게 시작하려 하는지 황당하고 엉뚱하게  보이더라고.장사하는 게 직장 생활 하는 것보다 더 많은 책임을 져야 한다는 걸 생각 못 하는 것 같아.	0
남편 퇴직금으로 상가를 샀는데 세입자가 없어서 빈 채로 한 달이 넘었어.부부 노후준비를 위해 마련한 건데 걱정도 되고 어떻게 대처를 취해야 할지 혼란스러워.응. 그래서 상가를 분양받은 사람들과 같이 분양 사무실에 가보려고 해.	0
야근하고 집에 들어가니깐 아이들은 방에서 나오지도 않고 남편은 자고 있더라고.공허하기도 하고 집안에 아무도 없고 나만 있는 것 같았어.	0
몇 년 전에 나는 심근경색 진단을 받았어.심장병이라는 게 증상이 없어서 방심하게 되는 것 같아.이렇게 가족들 걱정시키느니 빨리 갔으면 좋겠어.	0
나는 몸이 원래 약해서 다른 친구들보다 체력도 딸리는 것 같아.걷기를 해도 나는 가는 중에 몇 번을 쉬어야만 하는데 친구는 잘 걷고 젊은이 같은 체력을 가져 부러워.	0
